36.029,0.648
19.321,0.337
20.371,0.343
21.586,0.368
22.415,0.38
23.428,0.402
24.666,0.426
25.469,0.452
26.575,0.484
27.665,0.491
28.882,0.508
30.092,0.535
31.916,0.584
33.524,0.61
38.008,0.67
39.793,0.714
41.584,0.746
42.982,0.765
44.743,0.795
45.876,0.83
47.246,0.85
48.756,0.88
50.377,0.908
52.742,0.961
53.575,0.98
64.533,1.167
73.842,1.346
79.26,1.453
