0,28
5,28
10,29
15,30
20,31
25,33
30,34
35,36
40,38
45,40
50,43
55,44
60,46
65,48
70,50
75,52
80,54
85,55
90,57
95,59
100,60
105,60
110,60
115,60
120,59
125,58
130,57
135,56
140,54
145,53
150,51
155,50
160,48
165,46
170,45
175,45
180,45
185,45
190,45
195,46
200,47
205,49
210,50
215,52
220,54
225,55
230,56
235,57
240,59
245,60
250,61
255,62
260,62
265,62
270,62
275,61
280,60
285,59
290,57
295,56
300,55
305,53
310,52
315,50
320,49
325,48
330,48
335,47
340,47
345,48
350,49
355,50
360,52
365,54
370,55
375,56
380,57
385,59
390,60
395,61
400,62
405,62
410,62
415,61
420,60
425,59
430,58
435,57
440,55
445,53
450,51
455,50
460,49
465,48
470,46
475,45
480,45
485,44
490,45
495,45
500,46
505,48
510,49
515,50
520,52
525,54
530,55
535,56
540,57
545,59
550,59
555,60
560,60
565,59
570,58
575,57
580,56
585,55
590,53
595,52
